Updated.gene.symbol	logFC	P.Value
CHKB-DT	-0.336	0.000365
CPT1B///CHKB-CPT1B	0.231	0.261
CHL1	0.87	0.00207
CHL1-AS1	-0.0204	0.145
CHM	-0.57	6.52e-05
CHML	-0.624	2.26e-06
CHMP1A	-0.0544	0.476
CHMP1B	-0.315	0.00545
CHMP2A	0.667	6.57e-26
CHMP2B	0.65	1.32e-14
CHMP4A	0.299	9.79e-05
CHMP4B	0.451	1.92e-11
CHMP4C	0.928	1.97e-05
CHMP5	0.117	0.203
CHMP6	0.218	0.00277
CHMP7	0.169	0.0573
CHN1	-1.87	4.17e-27
CHN2	-0.264	0.0237
CHODL	-0.238	0.0313
CHORDC1	-0.485	8.62e-08
CHORDC1	-0.176	0.14
CHP1	1.29	1.03e-14
CHP2	-0.0936	0.247
CHPF	-0.655	6.74e-09
CHPF2	-1.48	1.79e-32
CHPT1	1.27	8.08e-10
CHRAC1	-0.296	0.000242
CHRD	-0.0811	0.0607
CHRDL1	3.62	3.76e-21
CHRDL2	-0.154	0.137
CHRM1	0.245	0.0144
CHRM2	0.00255	0.467
CHRM3	0.348	0.181
CHRM3-AS2	0.388	1.18e-05
CHRM4	0.00162	0.642
CHRM5	0.00462	0.832
CHRNA1	-0.879	0.000661
CHRNA10	-0.0191	0.155
CHRNA2	0.0169	0.554
CHRNA3	-0.0575	0.23
CHRNA4	0.0401	0.086
CHRNA5	-0.153	0.00882
CHRNA6	-0.0314	0.603
CHRNA9	-0.449	0.00604
CHRNB1	-0.114	0.274
CHRNB2	0.136	0.0126
CHRNB3	0.00713	0.182
CHRNB4	0.00107	0.809
CHRND	-0.0083	0.714
MINK1///CHRNE	0.039	0.0151
CHRNG	0.00207	0.941
CHST1	-0.839	3.03e-05
CHST10	-0.0707	0.391
CHST11	-2.82	5.5e-33
CHST12	-0.968	1.09e-20
CHST13	-0.049	0.0365
CHST14	-0.426	7.71e-06
CHST15	-1.39	6.64e-24
CHST2	-2.73	5.84e-28
CHST3	-1.27	1.15e-18
CHST4	0.231	0.0143
CHST5	0.0133	0.0213
CHST6	0.00584	0.955
CHST7	-0.974	7.58e-08
CHST8	0.00793	0.759
CHST9	1.4	1e-07
CHSY1	-1.15	7.49e-24
CHSY3	-1.51	7.83e-14
CHTF18	-0.35	7.74e-05
CHTF8	-0.104	0.0664
CHTOP	-0.351	3.32e-05
CHUK	-0.548	2.05e-10
CHURC1	-0.121	0.0646
FNTB///CHURC1-FNTB	0.312	0.000815
CIAO1	0.231	0.000159
CIAPIN1	-0.226	0.00469
CIART	0.131	0.562
CIB1	0.301	0.000412
CIB2	-0.621	1.11e-08
CIB3	0.0416	0.0464
CIB4	0.00246	0.528
CIC	-0.0802	0.224
CIDEA	0.628	1.86e-06
CIDEB	0.737	3.7e-09
CIDEC	0.343	6.83e-06
CIDECP1	0.0114	0.361
CIITA	0.0684	0.674
CILP	2.53	3.56e-14
CILP2	-0.107	0.217
CINP	-0.0349	0.669
CIPC	1.22	1.14e-25
CIR1	-0.0349	0.527
CIRBP	1.12	1.75e-10
CIRBP-AS1	-0.0325	0.314
CISD1	-0.288	0.00103
CISD2	-0.78	1.83e-16
CISD3	-0.0637	0.244
CISH	-0.164	0.0118
CITED1	0.00121	0.849
CITED2	1.33	2.14e-14
CITED4	-0.284	0.0326
CIZ1	-0.187	0.0671
CKAP2	-0.628	7.45e-08
CKAP2///IGLC1	-1.14	0.000348
IGLV3-1///CYAT1///IGLL5	-1.87	4.95e-06
CKAP2L	-1.43	2.96e-15
CKAP4	-0.577	1.4e-06
CKAP5	-0.719	9e-18
CKB	-0.131	0.447
CKLF	-0.383	1.23e-05
CKLF///CKLF-CMTM1	-0.516	1.25e-07
CKM	3.28	4.74e-08
CKMT1B///CKMT1A	1.53	3.27e-13
CKMT2	1.66	1.15e-08
CKMT2-AS1	0.24	0.0307
CKS1B	-1.04	5.68e-17
CKS2	-0.888	1.83e-09
CLASP1	-0.194	0.00813
CLASP2	0.643	2.7e-13
CLASRP	0.128	0.276
CLC	-0.757	0.0011
CLCA1	-0.00143	0.888
CLCA2	-0.323	0.224
CLCA3P	0.0172	0.36
CLCA4	5.18	5.5e-24
CLCC1	0.364	1.3e-07
CLCF1	-0.504	5.76e-05
CLCN1	0.0154	0.551
CLCN2	-0.00497	0.907
CLCN3	1.03	9.73e-09
CLCN4	0.729	3e-07
CLCN5	-0.31	0.135
CLCN6	-0.0724	0.126
CLCN7	-0.56	3.67e-17
CLCNKB	-0.0716	0.205
CLCNKA///CLCNKB	-0.0281	0.312
CLDN1	-1.4	6.6e-08
CLDN10	4.12	2.51e-16
CLDN10-AS1	0.0309	0.00736
CLDN11	2.92	1.58e-33
CLDN12	-0.324	0.000736
CLDN14	-0.0569	0.332
CLDN15	-0.0894	0.293
CLDN16	-0.0382	0.14
CLDN17	1.89	2.81e-08
CLDN18	-0.0278	0.696
CLDN19	0.0724	0.229
CLDN2	-0.0276	0.0851
CLDN20	-0.145	0.162
CLDN23	1.83	4.33e-22
CLDN3	0.115	0.494
CLDN4	1.19	1.48e-08
CLDN5	0.364	0.0035
CLDN6	-0.0287	0.457
CLDN7	2.39	6.63e-18
CLDN8	2.33	4.02e-20
CLDN9	0.0139	0.451
CLDND1	-0.351	0.000609
CLDND2	0.0013	0.807
CLEC10A	0.91	1.84e-06
CLEC11A	-1.3	5.17e-11
CLEC12A	-0.738	4.72e-06
CLEC12B	-0.0394	0.0616
CLEC14A	0.107	0.361
CLEC16A	0.0371	0.668
CLEC18C///CLEC18A	0.0149	0.000999
CLEC1A	-0.153	0.208
CLEC1B	-0.0104	0.369
CLEC2B	-1.05	1.31e-12
CLEC2D	-0.271	0.17
CLEC2L	-0.103	0.112
CLEC3A	0.0105	0.0857
CLEC4A	-1.2	4.69e-10
CLEC4C	-0.0863	0.203
CLEC4D	-0.0895	0.247
CLEC4E	-1.15	3.65e-08
CLEC4F	0.0717	8.08e-05
CLEC4G	-0.0967	0.0392
CLEC4GP1	-0.000897	0.908
CLEC4M	0.0134	0.108
CLEC5A	-0.716	1.37e-05
CLEC7A	-2.3	1.62e-20
CLECL1P	0.469	0.00436
CLGN	1.97	1.68e-14
CLHC1	0.0668	0.458
CLIC1	-0.0103	0.863
CLIC1P1	0.00487	0.867
CLIC2	0.121	0.468
CLIC3	3.16	5.42e-20
CLIC4	-2.26	5.02e-26
CLIC5	1.34	2.45e-08
CLIC6	1.13	1.6e-05
CLINT1	1.51	2.7e-18
CLIP1	0.526	7.34e-09
CLIP1-AS1	0.00236	0.887
CLIP2	-0.738	1.01e-09
CLIP3	-0.0725	0.549
CLIP4	0.792	1.98e-10
CLK1	0.431	4.75e-08
CLK2	-0.124	0.0535
CLK3	0.15	0.0242
CLK4	0.554	6.26e-05
CLMN	0.592	0.000254
CLMP	-1.27	1.35e-07
CLN3	-0.163	0.0263
CLN5	-0.259	0.00546
CLN6	-0.222	0.00703
CLN8	0.967	4.59e-11
CLNK	-0.0391	0.41
CLNS1A	0.224	0.0707
CLOCK	0.993	1.42e-22
CLP1	-0.332	2.04e-06
CLPB	-0.539	2.14e-06
CLPP	0.164	0.00263
CLPS	0.0526	0.00351
CLPTM1	-0.188	0.136
CLPTM1L	-0.788	4.96e-16
CLPX	0.61	1.18e-10
CLRN1	0.0328	0.0436
CLRN1-AS1	0.00042	0.922
CLRN3	0.00241	0.476
CLSPN	-0.28	3e-05
CLSTN1	-1.03	3.78e-24
CLSTN2	-0.282	0.0136
CLSTN2-AS1	0.0021	0.705
CLSTN3	-0.312	0.00339
CLTA	0.17	0.0249
CLTB	0.831	2.97e-07
CLTC	-0.142	0.00132
CLTC-IT1	0.0175	0.82
CLTCL1	-0.0242	0.844
CLU	2.73	6.96e-20
CLUAP1	-0.478	0.000154
CLUH	0.585	4.1e-09
CLUHP3	-0.241	0.033
CLUHP3	0.0396	0.609
CLUL1	0.0436	0.0212
CLVS1	0.00715	0.125
CLVS2	0.0286	0.0104
CLYBL	1.77	2.11e-35
CLYBL-AS1	-0.000592	0.959
CLYBL-AS2	-0.018	0.321
CMA1	0.382	0.000382
CMAHP	0.65	0.00176
CMAS	0.854	3.05e-12
CMBL	-0.312	0.144
CMC1	0.188	0.0121
CMC2	-0.551	1.55e-15
CMC4	-0.0343	0.644
MTCP1///CMC4	-0.0497	0.314
CMIP	-0.747	1.37e-15
CMKLR1	-0.6	2.61e-05
CMPK1	0.533	3.85e-16
CMPK2	-2.53	4.97e-18
CMSS1	-0.894	1.58e-14
CMTM1	-0.0124	0.493
CMTM2	-0.302	0.0312
CMTM3	-1.24	3.19e-12
CMTM4	-0.14	0.254
CMTM5	-0.0143	0.758
CMTM6	-0.0647	0.419
CMTM7	-0.873	2.99e-06
CMTM8	0.437	0.00128
CMTR1	-0.473	3.31e-09
CMTR2	0.608	8.9e-14
CMYA5	1.71	8.12e-05
CNBD1	-0.025	0.266
CNBD2	0.0525	0.204
CNBP	-0.22	0.000991
CNDP1	0.00192	0.573
CNDP2	-0.202	0.000746
CNEP1R1	0.324	5.67e-06
CNFN	2.94	2.64e-12
CNGA1	0.47	3.57e-08
CNGA3	0.0035	0.447
CNGA4	0.0309	0.106
CNGB1	-0.9	1.04e-05
CNGB3	-0.0212	0.244
CNIH1	-0.219	0.0012
CNIH2	-0.0176	0.339
CNIH3	-0.288	0.0199
CNIH4	-0.644	4.87e-13
CNKSR1	0.451	8.7e-06
CNKSR2	0.185	0.0176
CNKSR3	1.7	1.25e-26
CNN1	0.387	0.0594
CNN2	-0.481	1.46e-09
CNN3	0.379	0.0175
CNNM1	0.185	9.63e-10
CNNM2	-0.197	0.0192
CNNM3	-0.106	0.351
CNNM4	0.0138	0.86
CNOT1	0.87	1.74e-18
CNOT10	0.111	0.0831
CNOT11	0.0425	0.461
CNOT2	-0.17	0.000976
CNOT3	-0.612	2.9e-07
CNOT4	0.175	0.107
CNOT6	-0.151	0.0353
CNOT6L	0.36	0.000382
CNOT7	0.298	0.0102
CNOT8	-0.319	3.02e-05
CNOT9	-0.856	5.22e-11
CNP	0.0416	0.294
CNPPD1	1.14	3.09e-28
CNPY1	-0.00163	0.806
CNPY2	-0.525	9.65e-16
CNPY3	-0.839	5.84e-14
CNPY4	-0.716	1.1e-11
CNR1	0.245	0.0965
CNR2	0.053	0.0152
CNRIP1	0.363	0.0268
CNST	0.765	2.92e-08
CNTD1	-0.0473	0.286
CCNP	-0.0785	0.0552
CNTF///ZFP91-CNTF	0.00292	0.447
CNTFR	0.0285	0.352
CNTFR-AS1	-0.0194	0.265
CNTLN	-0.366	0.00258
CNTN1	-0.831	6.54e-05
CNTN2	-0.0392	0.492
CNTN3	0.745	0.0014
CNTN4	1.12	1.46e-10
CNTN5	-0.0382	0.524
CNTN6	-0.00534	0.767
CNTNAP1	-0.106	0.016
CNTNAP2	-2.25	8.22e-11
CNTNAP3///CNTNAP3B///CNTNAP3C	0.834	1.69e-17
CNTNAP3///CNTNAP3B///CNTNAP3C	1.73	2.29e-22
CNTNAP3///CNTNAP3P2///CNTNAP3B///CNTNAP3C	1.57	9.12e-14
CNTNAP3P2	0.00496	0.748
CNTNAP4	-0.0506	0.139
CNTNAP5	0.000405	0.919
CNTRL	0.236	0.234
CNTROB	-0.192	0.0108
COA1	-0.28	0.00612
COA3	0.915	8.25e-25
COA4	-0.114	0.159
COA5	0.633	3.91e-07
COA6	-0.644	4.26e-11
COA7	-1.06	5.3e-13
COASY	-0.0567	0.43
COBL	3.12	8.56e-35
COBLL1	1.53	1.04e-12
COCH	1.34	6.79e-08
COG1	0.104	0.0573
COG2	-0.143	0.0288
COG3	0.281	0.00205
COG4	0.326	0.00146
COG5	0.397	1.74e-08
COG6	0.373	7.53e-06
COG7	0.182	0.0418
COG8	0.384	1.01e-08
PDF///COG8	0.121	0.0894
COIL	-0.0565	0.385
COL10A1	-3.55	6.35e-18
COL11A1	-4.77	1.45e-18
COL11A2	0.0542	0.000174
COL12A1	-3.59	7.47e-30
COL13A1	-2.4	1.57e-31
COL14A1	1.68	4.2e-10
COL15A1	-0.83	1.05e-06
COL16A1	-2.08	2.22e-36
COL17A1	-2.03	1.22e-11
COL18A1	-1.2	3.95e-17
COL18A1-AS1	0.00193	0.889
COL19A1	0.0306	0.0255
COL1A1	-5.17	2.75e-50
COL1A2	-4.19	1.01e-50
COL20A1	-0.0211	0.395
COL21A1	0.734	0.00385
COL22A1	-1.07	2.96e-05
COL23A1	-0.132	0.127
COL24A1	-0.46	0.000109
COL25A1	0.019	0.362
COL26A1	0.0647	0.239
COL27A1	-2.7	3.87e-35
COL28A1	0.428	6.94e-05
COL2A1	-0.152	0.122
COL3A1	-3.32	1.31e-41
COL4A1	-4.16	6.45e-54
COL4A2	-3.88	5.49e-49
COL4A3	0.505	0.0688
CERT1	0.725	2.64e-22
COL4A4	0.125	0.499
COL4A5	-2.84	1.26e-26
COL4A6	-3.18	3.43e-19
COL5A1	-4.12	1.05e-37
COL5A2	-3.76	5.21e-40
COL5A3	-1.5	4.82e-13
COL6A1	-2.34	2.89e-21
COL6A2	-2.15	4.82e-18
COL6A3	-3.32	5.13e-46
COL6A5	-0.167	0.0498
COL6A6	-0.849	0.000161
COL7A1	-2.69	3.58e-36
COL8A1	-4.17	9.88e-34
COL8A2	-1.28	1.57e-09
COL9A1	0.00552	0.38
COL9A2	-0.39	0.00332
COL9A3	-0.162	0.278
COLCA1	0.375	3.24e-05
POU2AF3	1.2	4.15e-07
COLEC10	-0.00748	0.439
COLEC11	-0.136	0.0945
COLEC12	0.214	0.256
COLGALT1	-1.8	5.31e-31
COLGALT2	0.418	3.54e-05
COLQ	0.11	0.0101
COMMD1	0.466	2.9e-14
COMMD10	0.385	1.93e-05
COMMD2	-0.765	4.59e-11
COMMD3	0.195	0.00353
BMI1	-0.312	0.000209
COMMD4	-0.492	1.13e-08
COMMD5	-0.286	0.00116
COMMD6	0.173	0.0123
COMMD7	0.417	1.99e-06
COMMD8	0.385	7.03e-06
COMMD9	0.00472	0.958
COMP	-2.09	1.45e-08
COMT	0.0663	0.475
COMTD1	0.88	1.61e-12
COPA	-0.719	0.000116
COPB1	-0.197	0.00207
COPB2	-0.132	0.0468
COPE	0.0559	0.382
COPG1	-0.663	3.44e-09
COPG2	-0.324	0.012
COPG2IT1	0.156	0.00261
COPRS	-0.45	4.48e-12
COPS2	0.105	0.153
COPS3	0.109	0.0928
COPS4	0.386	8.65e-12
COPS5	-0.237	0.00302
COPS6	0.285	0.000105
COPS7A	0.0143	0.864
COPS7B	-0.367	0.0042
COPS8	-0.648	2.61e-12
COPS9	0.581	9.95e-17
COPZ1	-0.0375	0.54
COPZ2	-1.15	3.84e-13
COQ10A	0.769	1.82e-06
COQ10B	-0.253	1.32e-05
COQ2	0.313	0.000172
COQ3	0.361	3.73e-05
COQ4	0.721	3.98e-17
COQ5	0.241	0.00198
COQ6	0.253	0.00181
COQ7	0.26	4.68e-05
COQ8A	1.34	6.43e-14
COQ8B	-0.0209	0.628
COQ9	0.7	6.84e-14
CORIN	-0.209	0.179
CORO1A	-0.509	0.0483
CORO1B	-0.124	0.256
CORO1C	-0.973	3.27e-14
CORO2A	-0.218	0.0921
CORO2B	0.0401	0.0265
CORO6	-0.336	0.158
CORO7	-0.0948	0.208
CORT	-0.0886	0.095
COTL1	-1.39	8.59e-13
COX1	-0.0981	0.00196
COX10	0.144	0.0673
COX10-DT	-0.0623	0.375
LOC100506974///COX10-DT	1.65	1.84e-44
COX11	0.226	0.00133
COX14	0.446	2.01e-13
COX15	0.5	3.72e-08
COX16	0.0671	0.293
COX17	-0.0417	0.664
COX18	0.193	0.0185
COX19	0.472	1.78e-08
COX2	-0.0134	0.607
COX20	0.861	4.43e-21
COX4I1	0.54	4.79e-20
COX4I2	0.00194	0.977
COX5A	0.887	1.2e-19
COX5B	0.607	6.96e-13
COX6A1	0.156	0.0169
COX6A1P1	0.00826	0.056
COX6A2	1.4	7.03e-10
COX6B1	0.759	2.65e-26
COX6B2	-0.266	0.0231
COX6C	0.113	0.0383
COX7A1	1.62	1.55e-10
COX7A2	0.362	5.53e-15
COX7A2L	-0.151	0.0038
COX7B	0.799	1.92e-08
COX7B2	-0.0939	0.336
COX7C	1.05	1.56e-30
COX8A	0.625	1.57e-16
COX8C	-0.00169	0.865
CP	1.79	8.89e-13
CPA1	0.00416	0.56
CPA2	0.00994	0.586
CPA3	-1.26	1.69e-07
CPA4	-0.499	0.0619
CPA5	0.0197	0.561
CPA6	-0.162	0.0309
CPAMD8	0.422	1.01e-06
CPB1	0.000809	0.87
CPB2	-0.000328	0.94
CPD	-0.57	0.000504
CPE	0.282	0.0954
CPEB1	0.225	0.109
CPEB1-AS1	0.0322	0.00651
CPEB2	0.528	0.000106
CPEB2-DT	-0.00683	0.538
CPEB3	1.66	4.51e-29
CPEB4	0.892	1.39e-08
CPED1	0.836	1.12e-07
CPLX1	0.027	0.79
CPLX2	0.0171	0.371
CPLX3	0.0758	0.289
CPM	-0.3	0.183
CPN1	0.0412	0.00268
CPN2	-0.0221	0.231
CPNE1	-0.466	8.79e-05
CPNE2	-0.364	0.000467
CPNE3	0.913	1.62e-20
CPNE4	-0.0257	0.709
CPNE5	-0.207	0.352
CPNE6	0.00239	0.765
CPNE7	-0.097	0.465
CPNE8	-1.21	1.07e-12
CPNE9	-0.0338	0.368
CPO	-0.00209	0.73
CPOX	-0.173	0.0395
CPPED1	1.61	1.12e-38
CPQ	-0.167	0.161
CPS1	-0.202	0.0371
CPS1-IT1	0.0154	0.522
CPSF1	0.000112	0.994
CPSF2	-0.42	0.000259
CPSF3	-0.183	0.00795
INTS11	-0.0732	0.106
CPSF4	-0.2	0.00576
CPSF6	-0.235	1.4e-06
CPSF7	-0.0809	0.192
CPT1A	-0.503	0.00049
CPT1C	-0.312	0.000139
CPT2	0.653	5.15e-18
CPTP	0.595	1.67e-13
CPVL	-0.162	0.283
CPXCR1	-0.0128	0.441
CPXM1	-1.65	4.15e-12
CPXM2	-0.536	0.000531
CR1	0.74	0.000236
CR1L	0.0188	0.334
CR1///CR1L	0.32	0.000662
CR2	1.23	2.24e-05
CRABP1	-0.283	0.0709
CRABP2	1.55	6.13e-10
CRACR2A	0.496	0.031
CRACR2B	0.284	0.00667
CRADD	0.362	1.52e-05
CRAMP1	-0.12	0.0642
CRAT	0.851	2.59e-08
CRAT37	-0.00107	0.902
CRB1	0.0604	0.00849
CRB2	0.00313	0.327
CRB3	0.874	7.42e-17
CRBN	0.687	1.73e-11
CRCP	-0.197	0.00897
CRCT1	3.56	2.84e-14
CREB1	-0.348	0.00329
CREB3	-0.552	5.62e-06
CREB3L1	-0.276	0.202
CREB3L2	0.126	0.236
CREB3L3	0.0164	0.444
CREB3L4	0.95	2.75e-06
CREB5	-0.315	0.0672
CREBBP	0.202	0.0176
CREBL2	0.151	0.0876
CREBRF	0.46	0.000328
CREBZF	0.352	0.000207
CREG1	0.315	0.00354
CREG2	-0.097	0.0642
CRELD1	-0.262	0.0472
CRELD2	-0.248	0.00225
CREM	-1.33	2.22e-18
CRH	0.0108	0.7
CRHBP	0.0083	0.128
CRHR1///LINC02210-CRHR1	-0.0115	0.534
CRHR2	0.00308	0.54
CRIM1	-0.214	0.0766
CRIP1	2.05	1.01e-25
CRIP2	1.67	2.47e-19
CRIP3	0.213	1.98e-07
CRIPAK	0.815	2.99e-10
CRIPT	-0.27	0.00041
CRISP1	0.0055	0.344
CRISP2	1.73	3.11e-14
CRISP3	7.34	4.07e-32
CRISPLD1	-0.178	0.469
CRISPLD2	-2.05	2e-24
CRK	-0.446	1.19e-05
CRKL	-0.987	1.64e-08
CRLF1	-0.229	0.132
CRLF2	-0.0389	0.0972
CRLF3	0.0593	0.462
CRLS1	-0.771	2.79e-07
CRMP1	-0.339	0.025
CRNDE	0.389	0.0198
CRNKL1	0.0918	0.291
CRNN	6.99	1.16e-21
CROCC	-0.0653	0.356
CROCCP2	0.288	0.0107
CROCCP3	0.0177	0.305
CROT	0.657	5.17e-08
CRP	-0.0088	0.492
CRTAC1	2.05	7.9e-39
CRTAM	-0.444	0.0216
CRTAP	0.866	4.67e-19
CRTC1	0.204	0.00969
CRTC2	-0.243	0.00655
CRTC3	-0.154	0.0412
CRX	-0.0231	0.433
CRY1	0.284	0.000155
CRY2	0.554	3.63e-11
CRYAA///LOC102724652	-0.00127	0.906
CRYAB	1.79	1.33e-11
CRYBA1	-0.00135	0.795
CRYBA2	-0.109	0.167
CRYBA4	0.000175	0.969
CRYBB1	-0.00104	0.887
CRYBB2	-0.0152	0.333
CRYBB2P1	-0.141	0.0404
CRYBB2///CRYBB2P1	0.272	0.0625
CRYBB3	-0.0166	0.263
CRYBG3	0.672	2.39e-13
CRYGA	0.00222	0.518
CRYGB	-0.00704	0.683
CRYGC	-0.00136	0.957
CRYGD	-0.0295	0.402
CRYGN	0.00613	0.444
CRYGS	-0.0125	0.891
CRYL1	1.21	1.93e-18
CRYM	3.64	1.88e-31
CRYZ	0.492	0.000532
CRYZL1	0.558	2.36e-17
CS	0.587	3.31e-17
CSAD	0.313	0.00181
CSAG3	-1.41	5.73e-06
CSDC2	0.0919	0.000897
CSDE1	0.257	0.000244
CSE1L	-0.639	2.71e-13
CSF1	-0.0561	0.235
CSF1R	-0.392	0.00577
CSF2	-0.746	0.00021
CSF2RA	-0.534	0.000802
CSF2RB	-0.485	0.0382
CSF3	-0.277	0.0341
CSF3R	-0.557	0.000151
CSGALNACT1	-0.497	0.000282
CSGALNACT2	-1.49	8.35e-26
CSH1	0.0255	0.132
CSH2	0.0036	0.338
CSHL1	0.0166	0.0806
CSK	0.809	1.57e-13
CSMD1	-0.0719	0.182
CSMD2	-0.311	0.000304
CSMD2-AS1	-0.0234	0.175
CSMD3	-0.00888	0.609
CSN1S1	-0.0411	0.574
CSN1S2AP	0.00414	0.7
CSN2	-0.0449	0.434
CSN3	0.00388	0.955
CSNK1A1	-0.449	0.000327
CSNK1A1P1	0.00154	0.89
CSNK1D	-0.479	1.47e-07
CSNK1E///TPTEP2-CSNK1E	-1.01	3.47e-11
CSNK1G1	-0.337	0.00835
CSNK1G2	-0.192	0.00017
CSNK1G2-AS1	0.00416	0.261
CSNK1G3	-0.445	5.12e-07
CSNK2A1	-0.538	2.85e-06
CSNK2A2	-0.367	1.01e-06
CSNK2B	0.017	0.751
CSPG4	-1.44	1.83e-11
CSPG4P1Y	0.00333	0.478
CSPG4P5	0.0294	0.0103
CSPG5	-0.0673	0.0992
CSPP1	-0.619	6.01e-07
CSRNP1	0.0459	0.715
CSRNP2	-0.482	5.05e-09
CSRNP3	0.478	0.00171
CSRP1	0.25	0.00574
CSRP2	-0.979	1.04e-08
CSRP3	1.28	0.0134
CST1	-1.82	2.58e-06
CST11	0.0349	0.0174
CST13P	-0.00136	0.838
CST2	-0.22	0.0127
CST3	-0.407	0.0174
CST4	-0.623	0.00687
CST5	-0.000141	0.979
CST6	0.913	0.00612
CST7	-1.59	6.44e-13
CST8	0.000705	0.858
CST9	0.000759	0.934
CST9L	0.00169	0.703
CSTA	1.03	3.63e-09
CSTB	3.45	2.52e-31
CSTF1	-0.373	1.13e-06
CSTF2	0.769	2.48e-12
CSTF2T	-0.272	0.000402
CSTF3	-0.621	4.08e-15
CSTF3-DT	-0.0167	0.669
CSTL1	0.00157	0.787
CT45A3///CT45A5///CT45A6///CT45A1///CT45A2///CT45A7///CT45A10///CT45A9///CT45A8	-0.558	0.0482
CT47A11///CT47A7///CT47A10///CT47A9///CT47A8///CT47A6///CT47A5///CT47A4///CT47A3///CT47A2///CT47A1///CT47A12	0.0179	0.542
CT55	-0.0336	0.334
CT62	0.000955	0.91
CT83	-0.0845	0.361
CTAG1B///CTAG1A	-0.453	0.0346
CTAG2	-0.487	0.0351
CTAGE1	0.00111	0.804
CTAGE11P	-0.04	0.116
MIA2	0.633	3.42e-07
CTAGE9	-0.0496	0.75
CTAGE15///CTAGE9///CTAGE4///CTAGE8	0.0196	0.9
CLMAT3	0.00284	0.659
LINC01933	-0.0227	0.3
CTB-49A3.2	0.0124	0.769
CTBP1	-0.108	0.235
CTBP1-AS	0.00796	0.603
CTBP1-DT	0.117	0.0587
CTBP2	0.471	4.28e-07
CTBS	0.182	0.04
CTC-338M12.4	-0.135	0.00535
CTC1	0.376	0.000328
CTCF	0.0705	0.171
CTCFL	-0.144	0.237
CTD-2194D22.4	-0.00397	0.711
ADAMTS16-DT	0.00428	0.64
CTD-2350J17.1	-0.00825	0.622
TERLR1	-0.00118	0.941
CTDNEP1	-0.0713	0.252
CTDP1	-0.21	0.000333
CTDSP1	0.265	0.000178
CTDSP2	-0.411	4.22e-06
CTDSPL	0.612	6.73e-08
CTDSPL2	-0.61	0.000188
CTF1	-0.0798	0.0471
CCN2	-1.73	9.62e-13
CTH	-0.564	0.000551
CTHRC1	-4.61	6.15e-43
CTIF	0.179	0.0136
CTLA4	-1.68	1.48e-10
CTNNA1	0.751	1.6e-07
CTNNA1P1	0.0325	0.243
CTNNA2	-0.00377	0.767
CTNNA3	0.444	0.0027
CTNNAL1	-0.663	0.000184
CTNNB1	-0.252	0.105
CTNNBIP1	0.42	0.000564
CTNNBL1	-0.25	3.36e-05
CTNND2	0.00631	0.858
CTNS	-0.808	1.44e-13
CTPS1	-0.991	1.58e-16
CTPS2	0.542	4.46e-06
CTR9	0.0426	0.498
CTRB2	0.0168	0.732
CTRB1///CTRB2	0.0123	0.443
CTRC	0.0202	0.315
CTRL	-0.0591	0.0946
CTSA	-0.588	2.16e-12
CTSB	-1.03	1.06e-18
CTSC	-2.5	7.02e-30
CTSD	-0.388	0.000262
CTSE	0.0362	0.702
CTSF	-0.00793	0.943
CTSG	0.673	0.000197
CTSH	-0.538	0.00037
CTSK	-1.86	6.03e-21
CTSL	-1.58	5e-24
CTSLP8	-0.865	4.54e-10
CTSO	-0.326	0.0125
CTSS	-0.819	4.46e-06
CTSV	-1.67	1.05e-08
CTSW	-0.647	0.00149
CTSZ	-1.19	8.24e-10
CTTN	-0.806	6.47e-05
CTTNBP2	1.91	9.83e-25
CTTNBP2NL	0.73	5.73e-12
CTU2	0.213	7.2e-05
CTXN1	-0.00728	0.444
MYEF2///SLC24A5	0.00107	0.875
CTXN3	0.0626	0.0481
CUBN	0.0914	0.000103
CUEDC1	0.0868	0.334
CUEDC2	-0.193	0.00397
CUL1	-0.143	0.0165
CUL2	0.25	0.00141
CUL3	0.983	1.59e-19
CUL4A	0.138	0.0208
CUL4B	0.59	5.14e-08
CUL5	0.563	2.44e-18
CUL7	-0.403	1.25e-05
CUL9	0.244	0.0312
CUTA	-0.094	0.157
CUTC	0.281	0.0166
CUX1	-0.985	4.34e-14
CUX2	0.0596	0.209
CUZD1	0.0594	0.223
CWC15	0.323	2.62e-05
CWC22	0.0637	0.258
CWC25	-0.165	0.0551
CWC27	0.178	0.0372
CWF19L1	-0.324	1.13e-06
CWF19L2	0.275	0.00214
CWH43	2.17	5.71e-09
CX3CL1	-0.177	0.335
CX3CR1	1.38	1.57e-15
CXADR	-0.707	7.44e-05
CXCL1	-4.18	9.98e-33
CXCL10	-4.9	1.93e-25
CXCL11	-3.88	3.11e-15
CXCL12	1.82	9.42e-08
CXCL13	-4.31	4.24e-19
CXCL14	-1.51	3.52e-06
CXCL16	-1.37	5.16e-18
CXCL17	2.74	1.74e-13
CXCL2	-2.58	2.52e-19
CXCL3	-2.55	9.8e-16
CXCL5	-3.86	1.19e-17
CXCL6	-3.12	2.13e-16
CXCL8	-5.57	1.51e-35
CXCL9	-4.03	2.17e-19
CXCR1	-0.182	0.00542
CXCR2	1.96	2.38e-19
CXCR3	-0.275	0.0136
CXCR4	-2.67	1.07e-15
CXCR5	0.576	0.000164
CXCR6	-0.633	0.000122
CXXC1	-0.196	0.00532
