ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title
212300_at	5.62e-09	5.8e-10	-6.4969318	11.944669	-0.515	TXLNA	taxilin alpha	TXLNA	taxilin alpha
227834_at	3e-04	6.74e-05	4.0665891	0.671759	0.841	TXLNB	taxilin beta	TXLNB	taxilin beta
1557954_at	0.00845	0.00261	-3.0464028	-2.747154	-0.381	TXLNG	taxilin gamma	TXLNG	taxilin gamma
232618_at	0.0147	0.00485	2.8472781	-3.310694	0.776	TXLNGY	taxilin gamma pseudogene, Y-linked	TXLNGY	taxilin gamma Y-linked (pseudogene)
208864_s_at	1.21e-17	3.92e-19	9.869867	32.723133	1.09	TXN	thioredoxin	TXN	thioredoxin
209077_at	0.000155	3.31e-05	4.2422851	1.346302	0.291	TXN2	thioredoxin 2	TXN2	thioredoxin 2
223325_at	0.209	0.104	-1.6343556	-5.961139	-0.16	TXNDC11	thioredoxin domain containing 11	TXNDC11	thioredoxin domain containing 11
223017_at	1.01e-24	1.26e-26	-12.318554	49.797506	-0.807	TXNDC12	thioredoxin domain containing 12	TXNDC12	thioredoxin domain containing 12
220495_s_at	0.000892	0.000221	-3.7593919	-0.448644	-0.357	TXNDC15	thioredoxin domain containing 15	TXNDC15	thioredoxin domain containing 15
226747_at	0.273	0.145	1.4643669	-6.221565	0.185	TXNDC16	thioredoxin domain containing 16	TXNDC16	thioredoxin domain containing 16
228743_at	0.0032	0.000891	3.3708343	-1.754804	0.454	TXNDC17	thioredoxin domain containing 17	TXNDC17	thioredoxin domain containing 17
1552657_a_at	0.622	0.442	-0.7700032	-6.992387	-0.033	TXNDC2	thioredoxin domain containing 2	TXNDC2	thioredoxin domain containing 2
1564386_at	0.323	0.179	-1.3493241	-6.381921	-0.0144	TXNDC8	thioredoxin domain containing 8	TXNDC8	thioredoxin domain containing 8
1554047_at	0.00217	0.000582	-3.493126	-1.357346	-0.207	TXNDC9	thioredoxin domain containing 9	TXNDC9	thioredoxin domain containing 9
201010_s_at	0.00115	0.00029	3.6853273	-0.707306	0.526	TXNIP	thioredoxin interacting protein	TXNIP	thioredoxin interacting protein
235561_at	2.48e-13	1.4e-14	8.2810099	22.383324	1.11	TXNL1	thioredoxin like 1	TXNL1	thioredoxin like 1
1555461_at	2.01e-17	6.7e-19	9.7912377	32.194033	1.24	TXNL4A	thioredoxin like 4A	TXNL4A	thioredoxin like 4A
218794_s_at	9.34e-05	1.91e-05	-4.37454	1.869885	-0.356	TXNL4B	thioredoxin like 4B	TXNL4B	thioredoxin like 4B
201266_at	3.36e-17	1.15e-18	-9.7120042	31.662461	-1.48	TXNRD1	thioredoxin reductase 1	TXNRD1	thioredoxin reductase 1
211177_s_at	0.049	0.0189	-2.366199	-4.525293	-0.187	TXNRD2	thioredoxin reductase 2	TXNRD2	thioredoxin reductase 2
59631_at	0.000185	4.01e-05	-4.1956679	1.164972	-0.424	TXNRD3NB///TXNRD3	thioredoxin reductase 3 neighbor///thioredoxin reductase 3	TXNRD3	thioredoxin reductase 3
205546_s_at	5.38e-07	7.49e-08	-5.5756625	7.208958	-0.47	TYK2	tyrosine kinase 2	TYK2	tyrosine kinase 2
204858_s_at	3.51e-29	2.39e-31	-13.8159338	60.566867	-2.47	TYMP	thymidine phosphorylase	TYMP	thymidine phosphorylase
1554696_s_at	0.00331	0.000923	-3.36071	-1.78714	-0.64	TYMS	thymidylate synthetase	TYMS	thymidylate synthetase
228989_at	0.318	0.175	1.3604743	-6.366943	0.0422	TYMSOS	TYMS opposite strand	TYMSOS	TYMS opposite strand RNA
206630_at	2.59e-12	1.67e-13	7.8850781	19.943082	0.862	TYR	tyrosinase	TYR	tyrosinase
211432_s_at	7.58e-17	2.71e-18	9.5849298	30.81336	1.48	TYRO3	TYRO3 protein tyrosine kinase	TYRO3	TYRO3 protein tyrosine kinase
1566935_at	0.15	0.0697	1.823214	-5.639193	0.0099	TYRO3P	TYRO3P protein tyrosine kinase pseudogene	TYRO3P	TYRO3P protein tyrosine kinase pseudogene
204122_at	1.85e-18	5.36e-20	-10.1602731	34.690318	-1.5	TYROBP	TYRO protein tyrosine kinase binding protein	TYROBP	transmembrane immune signaling adaptor TYROBP
205694_at	1.01e-18	2.84e-20	10.2524165	35.318573	3.05	TYRP1	tyrosinase related protein 1	TYRP1	tyrosinase related protein 1
225877_at	0.000224	4.93e-05	4.1447712	0.968932	0.422	TYSND1	trypsin domain containing 1	TYSND1	trypsin like peroxisomal matrix peptidase 1
218347_at	0.671	0.499	0.6773062	-7.059309	0.0606	TYW1	tRNA-yW synthesizing protein 1 homolog	TYW1	tRNA-yW synthesizing protein 1 homolog
227141_at	0.0167	0.0056	-2.7990451	-3.441902	-0.285	TYW3	tRNA-yW synthesizing protein 3 homolog	TYW3	tRNA-yW synthesizing protein 3 homolog
235181_at	0.0272	0.00968	-2.6107307	-3.934171	-0.155	TYW5	tRNA-yW synthesizing protein 5	TYW5	tRNA-yW synthesizing protein 5
232141_at	0.336	0.188	-1.3213974	-6.418905	-0.188	U2AF1	U2 small nuclear RNA auxiliary factor 1	U2AF1///LOC102724594	U2 small nuclear RNA auxiliary factor 1///U2 small nuclear RNA auxiliary factor 1 like 5
226700_at	0.562	0.378	-0.88293	-6.899347	-0.0709	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4
218382_s_at	0.0014	0.000361	-3.6258989	-0.911581	-0.389	U2AF2	U2 small nuclear RNA auxiliary factor 2	U2AF2	U2 small nuclear RNA auxiliary factor 2
212058_at	8.72e-15	4.03e-16	-8.831734	25.875913	-0.801	U2SURP	U2 snRNP associated SURP domain containing	U2SURP	U2 snRNP associated SURP domain containing
223279_s_at	2.02e-18	5.89e-20	10.1467405	34.598211	1.11	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats
209340_at	0.957	0.918	0.1024547	-7.283214	0.00979	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1
214755_at	1.38e-08	1.51e-09	-6.3230391	11.012435	-0.677	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
200964_at	0.287	0.154	1.4312267	-6.269077	0.104	UBA1	ubiquitin like modifier activating enzyme 1	UBA1	ubiquitin like modifier activating enzyme 1
201177_s_at	0.00137	0.000352	-3.6331474	-0.886822	-0.237	UBA2	ubiquitin like modifier activating enzyme 2	UBA2	ubiquitin like modifier activating enzyme 2
209115_at	1.77e-05	3.2e-06	4.7858133	3.582413	0.302	UBA3	ubiquitin like modifier activating enzyme 3	UBA3	ubiquitin like modifier activating enzyme 3
222579_at	0.124	0.0557	1.924311	-5.452852	0.158	UBA5	ubiquitin like modifier activating enzyme 5	UBA5	ubiquitin like modifier activating enzyme 5
221700_s_at	2.37e-06	3.67e-07	5.2516254	5.669602	0.197	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1
218340_s_at	2.72e-05	5.05e-06	-4.6832244	3.143508	-0.966	UBA6	ubiquitin like modifier activating enzyme 6	UBA6	ubiquitin like modifier activating enzyme 6
202151_s_at	0.464	0.288	1.0652414	-6.722541	0.102	UBAC1	UBA domain containing 1	UBAC1	UBA domain containing 1
224298_s_at	4.42e-07	6.07e-08	5.6176878	7.413644	0.385	UBAC2	UBA domain containing 2	UBAC2	UBA domain containing 2
1557037_a_at	4.04e-06	6.51e-07	5.1312404	5.115678	0.2	UBAC2-AS1	UBAC2 antisense RNA 1	UBAC2-AS1	UBAC2 antisense RNA 1
225874_at	0.688	0.519	-0.6456739	-7.080193	-0.0903	UBALD1	UBA like domain containing 1	UBALD1	UBA like domain containing 1
224783_at	1.73e-07	2.23e-08	-5.8139174	8.384275	-0.525	UBALD2	UBA like domain containing 2	UBALD2	UBA like domain containing 2
46270_at	0.0773	0.0319	2.1596545	-4.981604	0.238	UBAP1	ubiquitin associated protein 1	UBAP1	ubiquitin associated protein 1
232663_s_at	0.00331	0.000922	3.3610076	-1.786191	0.132	UBAP1L	ubiquitin associated protein 1 like	UBAP1L	ubiquitin associated protein 1 like
221839_s_at	0.093	0.0396	-2.0710818	-5.165083	-0.164	UBAP2	ubiquitin associated protein 2	UBAP2	ubiquitin associated protein 2
201377_at	6.32e-06	1.06e-06	-5.0283287	4.650079	-0.401	UBAP2L	ubiquitin associated protein 2 like	UBAP2L	ubiquitin associated protein 2 like
220418_at	0.946	0.899	0.127222	-7.28037	0.0165	UBASH3A	ubiquitin associated and SH3 domain containing A	UBASH3A	ubiquitin associated and SH3 domain containing A
238462_at	3.7e-10	3.22e-11	-7.0072038	14.774883	-1.25	UBASH3B	ubiquitin associated and SH3 domain containing B	UBASH3B	ubiquitin associated and SH3 domain containing B
200633_at	0.0669	0.027	-2.2268392	-4.837532	-0.123	UBB	ubiquitin B	UBB	ubiquitin B
217144_at	0.693	0.526	0.6350823	-7.086964	0.0438	UBBP1	ubiquitin B pseudogene 1	UBBP1	ubiquitin B pseudogene 1
217125_at	0.193	0.0941	-1.6818875	-5.883333	-0.0513	UBBP2	ubiquitin B pseudogene 2	UBBP2	ubiquitin B pseudogene 2
208980_s_at	0.0216	0.00749	-2.7004654	-3.703585	-0.128	UBC	ubiquitin C	UBC	ubiquitin C
205890_s_at	2.27e-08	2.56e-09	-6.225341	10.496219	-2.42	UBD///GABBR1	ubiquitin D///gamma-aminobutyric acid type B receptor subunit 1	UBD///GABBR1	ubiquitin D///gamma-aminobutyric acid type B receptor subunit 1
201898_s_at	0.276	0.146	1.4579499	-6.230848	0.117	UBE2A	ubiquitin conjugating enzyme E2 A	UBE2A	ubiquitin conjugating enzyme E2 A
202334_s_at	3.1e-11	2.31e-12	7.453291	17.356798	0.564	UBE2B	ubiquitin conjugating enzyme E2 B	UBE2B	ubiquitin conjugating enzyme E2 B
202954_at	1.05e-18	2.96e-20	-10.246316	35.276921	-1.45	UBE2C	ubiquitin conjugating enzyme E2 C	UBE2C	ubiquitin conjugating enzyme E2 C
214590_s_at	0.281	0.15	-1.4450955	-6.249324	-0.132	UBE2D1	ubiquitin conjugating enzyme E2 D1	UBE2D1	ubiquitin conjugating enzyme E2 D1
201344_at	2.6e-06	4.07e-07	5.2302984	5.570749	0.467	UBE2D2	ubiquitin conjugating enzyme E2 D2	UBE2D2	ubiquitin conjugating enzyme E2 D2
229355_at	7.93e-05	1.6e-05	4.4167913	2.039978	0.259	UBE2D3	ubiquitin conjugating enzyme E2 D3	UBE2D3	ubiquitin conjugating enzyme E2 D3
218837_s_at	4e-08	4.67e-09	6.1128157	9.908535	0.443	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)
1554763_at	0.563	0.38	0.8796731	-6.902208	0.00414	UBE2DNL	ubiquitin conjugating enzyme E2 D N-terminal like (pseudogene)	UBE2DNL	ubiquitin conjugating enzyme E2 D N-terminal like (pseudogene)
212519_at	8.29e-15	3.82e-16	8.8401673	25.930218	0.501	UBE2E1	ubiquitin conjugating enzyme E2 E1	UBE2E1	ubiquitin conjugating enzyme E2 E1
225651_at	3.79e-07	5.14e-08	5.650721	7.57533	0.551	UBE2E2	ubiquitin conjugating enzyme E2 E2	UBE2E2	ubiquitin conjugating enzyme E2 E2
239880_at	0.743	0.59	-0.5393314	-7.143104	-0.0102	UBE2E2-AS1	UBE2E2 antisense RNA 1 (head to head)	UBE2E2-DT	UBE2E2 divergent transcript
210024_s_at	0.00165	0.000431	-3.5771126	-1.077085	-0.257	UBE2E3	ubiquitin conjugating enzyme E2 E3	UBE2E3	ubiquitin conjugating enzyme E2 E3
225791_at	0.000311	7e-05	4.0570336	0.635769	0.359	UBE2F	ubiquitin conjugating enzyme E2 F (putative)	UBE2F	ubiquitin conjugating enzyme E2 F (putative)
209142_s_at	5.58e-10	4.98e-11	6.9315303	14.346576	0.625	UBE2G1	ubiquitin conjugating enzyme E2 G1	UBE2G1	ubiquitin conjugating enzyme E2 G1
209041_s_at	7.41e-05	1.49e-05	-4.4341271	2.11016	-0.476	UBE2G2	ubiquitin conjugating enzyme E2 G2	UBE2G2	ubiquitin conjugating enzyme E2 G2
217799_x_at	1.85e-05	3.34e-06	-4.7760084	3.540134	-0.601	UBE2H	ubiquitin conjugating enzyme E2 H	UBE2H	ubiquitin conjugating enzyme E2 H
208760_at	7.77e-08	9.52e-09	5.9780252	9.214448	0.741	UBE2I	ubiquitin conjugating enzyme E2 I	UBE2I	ubiquitin conjugating enzyme E2 I
217825_s_at	0.00186	0.00049	3.5412023	-1.19764	0.423	UBE2J1	ubiquitin conjugating enzyme E2 J1	UBE2J1	ubiquitin conjugating enzyme E2 J1
224347_x_at	0.00144	0.000371	-3.6187603	-0.935922	-0.314	UBE2J2	ubiquitin conjugating enzyme E2 J2	UBE2J2	ubiquitin conjugating enzyme E2 J2
225179_at	0.172	0.082	1.7476603	-5.77209	0.145	UBE2K	ubiquitin conjugating enzyme E2 K	UBE2K	ubiquitin conjugating enzyme E2 K
200682_s_at	0.252	0.131	-1.5157308	-6.14582	-0.105	UBE2L3	ubiquitin conjugating enzyme E2 L3	UBE2L3	ubiquitin conjugating enzyme E2 L3
201649_at	4.24e-23	6.55e-25	-11.7685138	45.88407	-1.77	UBE2L6	ubiquitin conjugating enzyme E2 L6	UBE2L6	ubiquitin conjugating enzyme E2 L6
203109_at	0.0125	0.00404	-2.907112	-3.145047	-0.259	UBE2M	ubiquitin conjugating enzyme E2 M	UBE2M	ubiquitin conjugating enzyme E2 M
201524_x_at	0.00137	0.000352	-3.6332279	-0.886547	-0.204	UBE2N	ubiquitin conjugating enzyme E2 N	UBE2N	ubiquitin conjugating enzyme E2 N
217393_x_at	0.00323	0.000898	-3.368776	-1.761385	-0.147	UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)	UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)
218141_at	0.000351	7.99e-05	-4.0233311	0.50941	-0.281	UBE2O	ubiquitin conjugating enzyme E2 O	UBE2O	ubiquitin conjugating enzyme E2 O
217978_s_at	1.5e-08	1.64e-09	-6.3076274	10.930639	-0.336	UBE2Q1	ubiquitin conjugating enzyme E2 Q1	UBE2Q1	ubiquitin conjugating enzyme E2 Q1
224747_at	1.83e-14	8.88e-16	-8.7105142	25.097982	-0.973	UBE2Q2	ubiquitin conjugating enzyme E2 Q2	UBE2Q2	ubiquitin conjugating enzyme E2 Q2
244498_x_at	0.0762	0.0314	-2.1666412	-4.966818	-0.293	UBE2Q2L	ubiquitin conjugating enzyme E2 Q2 like	UBE2Q2L	ubiquitin conjugating enzyme E2 Q2 like
226612_at	0.0598	0.0237	-2.2784472	-4.724005	-0.55	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1
223014_at	0.824	0.703	-0.3812199	-7.215814	-0.0382	UBE2R2	ubiquitin conjugating enzyme E2 R2	UBE2R2	ubiquitin conjugating enzyme E2 R2
202779_s_at	2.59e-13	1.46e-14	-8.2742439	22.341105	-1.12	UBE2S	ubiquitin conjugating enzyme E2 S	UBE2S	ubiquitin conjugating enzyme E2 S
223229_at	7.28e-11	5.76e-12	-7.3005834	16.462219	-1.13	UBE2T	ubiquitin conjugating enzyme E2 T	UBE2T	ubiquitin conjugating enzyme E2 T
242392_at	0.373	0.215	-1.244586	-6.5167	-0.0362	UBE2U	ubiquitin conjugating enzyme E2 U (putative)	UBE2U	ubiquitin conjugating enzyme E2 U
209096_at	2.19e-06	3.38e-07	-5.268925	5.750015	-0.476	UBE2V2	ubiquitin conjugating enzyme E2 V2	UBE2V2	ubiquitin conjugating enzyme E2 V2
222656_at	6.69e-12	4.57e-13	-7.7209808	18.950588	-0.645	UBE2W	ubiquitin conjugating enzyme E2 W (putative)	UBE2W	ubiquitin conjugating enzyme E2 W
222395_s_at	2.55e-27	2.31e-29	-13.188704	56.041414	-0.975	UBE2Z	ubiquitin conjugating enzyme E2 Z	UBE2Z	ubiquitin conjugating enzyme E2 Z
213128_s_at	0.0371	0.0138	2.4844782	-4.246208	0.148	UBE3A	ubiquitin protein ligase E3A	UBE3A	ubiquitin protein ligase E3A
213822_s_at	1.93e-05	3.51e-06	4.7653463	3.494237	0.708	UBE3B	ubiquitin protein ligase E3B	UBE3B	ubiquitin protein ligase E3B
1554794_a_at	4.25e-06	6.87e-07	-5.1200891	5.064871	-0.606	UBE3C	ubiquitin protein ligase E3C	UBE3C	ubiquitin protein ligase E3C
227790_at	0.495	0.316	-1.0045358	-6.785055	-0.0922	UBE3D	ubiquitin protein ligase E3D	UBE3D	ubiquitin protein ligase E3D
202038_at	6.42e-09	6.69e-10	6.4711326	11.80529	0.358	UBE4A	ubiquitination factor E4A	UBE4A	ubiquitination factor E4A
202316_x_at	0.0357	0.0132	-2.500581	-4.207219	-0.376	UBE4B	ubiquitination factor E4B	UBE4B	ubiquitination factor E4B
205687_at	2.17e-15	9.27e-17	-9.0557863	27.326539	-1.17	UBFD1	ubiquitin family domain containing 1	UBFD1	ubiquitin family domain containing 1
219131_at	6.74e-05	1.34e-05	-4.4585492	2.209417	-0.433	UBIAD1	UbiA prenyltransferase domain containing 1	UBIAD1	UbiA prenyltransferase domain containing 1
201535_at	1.1e-39	1.64e-42	17.3573022	86.040078	1.72	UBL3	ubiquitin like 3	UBL3	ubiquitin like 3
221746_at	0.000203	4.42e-05	-4.1717305	1.072519	-0.305	UBL4A	ubiquitin like 4A	UBL4A	ubiquitin like 4A
1558584_at	0.856	0.751	-0.3172008	-7.23816	-0.00253	UBL4B	ubiquitin like 4B	UBL4B	ubiquitin like 4B
218011_at	0.00094	0.000234	3.7439696	-0.502876	0.213	UBL5	ubiquitin like 5	UBL5	ubiquitin like 5
225063_at	0.00766	0.00235	-3.0798843	-2.648969	-0.198	UBL7	ubiquitin like 7	UBL7	ubiquitin like 7
239792_at	0.8	0.668	-0.4289955	-7.196472	-0.0469	UBL7-AS1	UBL7 antisense RNA 1 (head to head)	UBL7-DT	UBL7 divergent transcript
243916_x_at	0.384	0.223	-1.2224624	-6.543797	-0.115	UBLCP1	ubiquitin like domain containing CTD phosphatase 1	UBLCP1	ubiquitin like domain containing CTD phosphatase 1
207253_s_at	1.13e-19	2.83e-21	-10.5846849	37.599165	-0.775	UBN1	ubinuclein 1	UBN1	ubinuclein 1
225445_at	6.5e-06	1.09e-06	5.0219446	4.621439	0.396	UBN2	ubinuclein 2	UBN2	ubinuclein 2
215544_s_at	0.32	0.176	-1.3566926	-6.372036	-0.0701	UBOX5	U-box domain containing 5	UBOX5	U-box domain containing 5
218082_s_at	0.908	0.834	-0.2094846	-7.266521	-0.0176	UBP1	upstream binding protein 1 (LBP-1a)	UBP1	upstream binding protein 1
222989_s_at	1.32e-08	1.43e-09	-6.332122	11.060705	-0.686	UBQLN1	ubiquilin 1	UBQLN1	ubiquilin 1
239888_at	0.805	0.675	-0.4198442	-7.200353	-0.0526	UBQLN2	ubiquilin 2	UBQLN2	ubiquilin 2
220422_at	0.61	0.429	0.7919365	-6.975305	0.00279	UBQLN3	ubiquilin 3	UBQLN3	ubiquilin 3
224513_s_at	0.43	0.259	-1.1309428	-6.650797	-0.098	UBQLN4	ubiquilin 4	UBQLN4	ubiquilin 4
236965_at	0.464	0.288	1.0644981	-6.723329	0.00852	UBQLNL	ubiquilin-like	UBQLNL///OLFM5P	ubiquilin like///olfactomedin family member 5, pseudogene
238528_at	1.4e-09	1.32e-10	-6.7607223	13.390621	-0.887	UBR1	ubiquitin protein ligase E3 component n-recognin 1	UBR1	ubiquitin protein ligase E3 component n-recognin 1
212756_s_at	4.8e-06	7.85e-07	-5.091751	4.936147	-0.408	UBR2	ubiquitin protein ligase E3 component n-recognin 2	UBR2	ubiquitin protein ligase E3 component n-recognin 2
230029_x_at	9.16e-13	5.54e-14	8.0619208	21.025257	0.567	UBR3	ubiquitin protein ligase E3 component n-recognin 3 (putative)	UBR3	ubiquitin protein ligase E3 component n-recognin 3
211950_at	0.027	0.0096	-2.613741	-3.926554	-0.192	UBR4	ubiquitin protein ligase E3 component n-recognin 4	UBR4	ubiquitin protein ligase E3 component n-recognin 4
208884_s_at	1.95e-06	2.98e-07	-5.2951606	5.87235	-0.435	UBR5	ubiquitin protein ligase E3 component n-recognin 5	UBR5	ubiquitin protein ligase E3 component n-recognin 5
1555888_at	2.67e-06	4.17e-07	5.2249433	5.545977	0.464	UBR5-AS1	UBR5 antisense RNA 1	UBR5-DT	UBR5 divergent transcript
218108_at	0.33	0.184	-1.3328957	-6.403769	-0.0929	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)	UBR7	ubiquitin protein ligase E3 component n-recognin 7
219172_at	8.1e-05	1.64e-05	-4.4111394	2.017146	-0.276	UBTD1	ubiquitin domain containing 1	UBTD1	ubiquitin domain containing 1
224827_at	2.59e-13	1.46e-14	-8.2739031	22.338979	-0.706	UBTD2	ubiquitin domain containing 2	UBTD2	ubiquitin domain containing 2
214881_s_at	0.000848	0.000209	-3.7740408	-0.396951	-0.418	UBTF	upstream binding transcription factor, RNA polymerase I	UBTF	upstream binding transcription factor
201871_s_at	0.0032	0.00089	3.3710724	-1.754043	0.191	UBXN1	UBX domain protein 1	UBXN1	UBX domain protein 1
230092_at	0.00877	0.00272	3.0333161	-2.785264	0.104	UBXN10	UBX domain protein 10	UBXN10	UBX domain protein 10
229716_at	0.000622	0.000149	3.8633663	-0.077955	0.158	UBXN10-AS1	UBXN10 antisense RNA 1	UBXN10-AS1	UBXN10 antisense RNA 1
227716_at	0.174	0.0836	-1.7386425	-5.787588	-0.141	UBXN11	UBX domain protein 11	UBXN11	UBX domain protein 11
228605_at	0.464	0.288	-1.0650069	-6.72279	-0.0773	UBXN2A	UBX domain protein 2A	UBXN2A	UBX domain protein 2A
238903_at	0.262	0.137	-1.4914722	-6.181912	-0.151	UBXN2B	UBX domain protein 2B	UBXN2B	UBX domain protein 2B
212008_at	0.000256	5.67e-05	-4.1099418	0.835949	-0.421	UBXN4	UBX domain protein 4	UBXN4	UBX domain protein 4
217100_s_at	3.04e-17	1.04e-18	-9.7272347	31.764515	-1.25	UBXN7	UBX domain protein 7	UBXN7	UBX domain protein 7
242507_at	0.992	0.986	-0.0180031	-7.288301	-0.000253	UBXN7-AS1	UBXN7 antisense RNA 1	UBXN7-AS1	UBXN7 antisense RNA 1
215983_s_at	0.0472	0.0181	2.3823246	-4.488003	0.223	UBXN8	UBX domain protein 8	UBXN8	UBX domain protein 8
227919_at	0.00809	0.00249	3.0614666	-2.703101	0.434	UCA1	urothelial cancer associated 1 (non-protein coding)	UCA1	urothelial cancer associated 1
201387_s_at	7.61e-05	1.53e-05	-4.4275148	2.083364	-1.34	UCHL1	ubiquitin C-terminal hydrolase L1	UCHL1	ubiquitin C-terminal hydrolase L1
204616_at	0.423	0.254	1.1444172	-6.635559	0.14	UCHL3	ubiquitin C-terminal hydrolase L3	UCHL3	ubiquitin C-terminal hydrolase L3
219960_s_at	0.00126	0.000322	3.6569796	-0.805111	0.313	UCHL5	ubiquitin C-terminal hydrolase L5	UCHL5	ubiquitin C-terminal hydrolase L5
223141_at	0.0291	0.0105	2.5828033	-4.004446	0.174	UCK1	uridine-cytidine kinase 1	UCK1	uridine-cytidine kinase 1
218533_s_at	7e-05	1.4e-05	4.4486351	2.169069	0.462	UCKL1	uridine-cytidine kinase 1 like 1	UCKL1	uridine-cytidine kinase 1 like 1
236800_at	0.769	0.624	-0.4915104	-7.167725	-0.00627	UCMA	upper zone of growth plate and cartilage matrix associated	UCMA	upper zone of growth plate and cartilage matrix associated
206072_at	0.21	0.104	-1.6311263	-5.966347	-0.0521	UCN	urocortin	UCN	urocortin
232674_at	1.1e-05	1.91e-06	-4.8998077	4.079049	-0.581	UCN2	urocortin 2	UCN2///PFKFB4	urocortin 2///6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4
1552676_at	0.412	0.245	-1.1659044	-6.610891	-0.0596	UCN3	urocortin 3	UCN3	urocortin 3
221384_at	0.907	0.833	-0.211557	-7.266084	-0.00113	UCP1	uncoupling protein 1	UCP1	uncoupling protein 1
208998_at	0.569	0.386	-0.8690392	-6.911473	-0.179	UCP2	uncoupling protein 2	UCP2	uncoupling protein 2
219827_at	0.0304	0.011	2.5652606	-4.048226	0.144	UCP3	uncoupling protein 3	UCP3	uncoupling protein 3
230176_at	0.0014	0.000361	3.6261931	-0.910577	0.278	UEVLD	UEV and lactate/malate dehyrogenase domains	UEVLD	UEV and lactate/malate dehyrogenase domains
217797_at	3.81e-19	1.01e-20	10.4020783	36.342958	0.601	UFC1	ubiquitin-fold modifier conjugating enzyme 1	UFC1	ubiquitin-fold modifier conjugating enzyme 1
209103_s_at	6.42e-10	5.77e-11	-6.9058068	14.201646	-0.46	UFD1L	ubiquitin fusion degradation 1 like (yeast)	UFD1	ubiquitin recognition factor in ER associated degradation 1
212634_at	1.49e-06	2.23e-07	5.3548476	6.152394	0.633	UFL1	UFM1 specific ligase 1	UFL1	UFM1 specific ligase 1
222502_s_at	0.015	0.00495	-2.840063	-3.330454	-0.302	UFM1	ubiquitin fold modifier 1	UFM1	ubiquitin fold modifier 1
240280_at	0.24	0.123	1.5470049	-6.09845	0.0494	UFSP1	UFM1 specific peptidase 1 (inactive)	UFSP1	UFM1 specific peptidase 1 (inactive)
218449_at	2.81e-15	1.22e-16	9.0143688	27.057166	0.522	UFSP2	UFM1 specific peptidase 2	UFSP2	UFM1 specific peptidase 2
1558387_at	0.52	0.338	-0.959376	-6.829203	-0.0182	UG0898H09	uncharacterized LOC643763	UG0898H09	uncharacterized LOC643763
204881_s_at	0.000147	3.12e-05	-4.2568639	1.403356	-0.527	UGCG	UDP-glucose ceramide glucosyltransferase	UGCG	UDP-glucose ceramide glucosyltransferase
203343_at	0.266	0.14	-1.4806538	-6.197824	-0.21	UGDH	UDP-glucose 6-dehydrogenase	UGDH	UDP-glucose 6-dehydrogenase
218257_s_at	1.51e-21	2.9e-23	-11.2360885	42.130866	-0.87	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1
218801_at	2.6e-11	1.93e-12	-7.4838692	17.537226	-0.666	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2
205480_s_at	5.9e-17	2.08e-18	9.6245406	31.077575	0.591	UGP2	UDP-glucose pyrophosphorylase 2	UGP2	UDP-glucose pyrophosphorylase 2
232655_at	0.687	0.519	0.646512	-7.079653	0.00236	UGT1A1	UDP glucuronosyltransferase family 1 member A1	UGT1A1	UDP glucuronosyltransferase family 1 member A1
207126_x_at	3.53e-17	1.21e-18	9.7042214	31.610334	3.59	UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10	UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A4///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A6///UDP glucuronosyltransferase family 1 member A8///UDP glucuronosyltransferase family 1 member A10	UGT1A1///UGT1A10///UGT1A8///UGT1A6///UGT1A9///UGT1A4	UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A10///UDP glucuronosyltransferase family 1 member A8///UDP glucuronosyltransferase family 1 member A6///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A4
