Updated.gene.symbol	logFC	P.Value
ARHGEF16	-0.632	0.00721
ARHGEF17	-0.376	0.0468
ARHGEF18	-0.513	0.000552
ARHGEF19	-0.0365	0.856
ARHGEF2	-0.0552	0.528
ARHGEF25	0.077	0.272
ARHGEF26	0.837	0.000944
ARHGEF28	0.329	0.177
ARHGEF3	0.922	6.8e-06
ARHGEF37	0.27	0.0965
ARHGEF38	0	1
ARHGEF39	-0.0218	0.183
ARHGEF4	0.191	0.411
ARHGEF40	-0.547	0.0047
ARHGEF5	0.242	0.231
ARHGEF6	0.857	0.00156
ARHGEF7	0.138	0.0328
ARHGEF9	0.18	0.185
ARID1A	0.0527	0.568
ARID1B	0.0856	0.346
ARID2	0.0756	0.512
ARID3A	-0.218	0.0217
ARID4A	0.497	0.000683
ARID4B	0.11	0.104
ARID5A	-0.157	0.41
ARID5B	0.0681	0.00771
ARIH1	-0.0956	0.533
ARIH2	0.282	0.00625
ARIH2OS	0.0275	0.255
ARL1	0.368	0.00274
ARL10	-0.0123	0.583
ARL11	-0.00877	0.371
ARL13B	-0.669	0.000944
ARL14	-1.95	0.00311
ARL15	-0.104	0.552
ARL16	0.084	0.377
ARL2	0.0762	0.806
ARL2BP	-0.505	0.00465
ARL3	-0.107	0.122
ARL4C	-0.711	0.0021
ARL4D	0.569	0.0263
ARL5A	0.478	0.000102
ARL5B	-0.265	0.401
ARL6	-0.133	0.554
ARL6IP1	-0.532	0.000112
ARL6IP4	0.185	0.154
ARL6IP5	0.769	8.7e-06
ARL6IP6	-0.487	0.00185
ARL8A	0.0671	0.391
ARL8B	0.0317	0.769
ARL9	0.115	0.753
ARMC1	-0.572	3.38e-06
ARMC10	0.00523	0.967
ARMC12	0.00667	0.342
ARMC2	0.0181	0.264
ARMC3	0	1
ARMC4	0	1
ARMC5	0.0565	0.437
ARMC6	-0.168	0.15
ARMC7	-0.152	0.126
ARMC8	-0.771	0.00273
ARMC9	-0.972	9.34e-07
ARMCX1	0.945	0.000217
ARMCX2	0.0843	0.804
ARMCX3	0.15	0.415
ARMCX5	0.498	0.00359
ARMT1	-0.624	2.01e-07
ARNT	0.177	0.000906
ARNT2	0.0587	0.729
ARNTL	-0.722	0.058
ARNTL2	-0.233	0.508
ARPC1A	-0.766	6.9e-08
ARPC1B	-1.15	4.59e-06
ARPC2	-0.141	0.0602
ARPC4	-0.282	0.207
ARPC5	-0.511	0.00123
ARPC5L	-0.406	0.00716
ARPIN	0.0777	0.247
ARPP19	-0.0914	0.436
ARPP21	0.305	0.368
ARR3	-0.0634	0.137
ARRB1	1.12	2.73e-07
ARRB2	-0.473	0.193
ARRDC1	-0.241	0.174
ARRDC1-AS1	-0.0627	0.276
ARRDC2	-0.296	0.11
ARRDC3	0.492	0.0126
ARRDC3-AS1	-0.0226	0.389
ARRDC4	-0.105	0.723
ARSA	-0.147	0.0421
ARSB	-0.129	0.00594
ARSD	0.472	0.000848
ARSE	-0.0893	0.0734
ARSF	0.0974	0.22
ARSG	0.422	0.0055
ARSJ	-2.58	5.3e-08
ARSK	-0.167	0.567
ART1	0.00125	0.614
ART3	2.87	3.06e-05
ART4	0.0204	0.265
ART5	-0.0184	0.3
ARTN	-1.49	0.000462
ARV1	0.565	0.000598
ARVCF	-0.0344	0.484
ARX	-0.0114	0.283
AS3MT	0.997	2.68e-06
ASAH1	0.625	0.000397
ASAP1	-0.679	1.57e-05
ASAP1-IT1	-0.802	0.0155
ASAP2	-0.602	0.000998
PGAP3	1.18	4.17e-05
ASB1	-0.061	0.693
ASB10	-0.00252	0.44
ASB11	-0.00777	0.961
ASB12	0.437	0.0857
ASB13	0.409	0.00678
ASB14	0.000184	0.931
ASB15	0.0013	0.604
ASB16	0.00147	0.574
ASB16-AS1	-0.124	0.0799
ASB17	0	1
ASB2	0.0366	0.924
ASB3	-0.137	0.346
ASB4	-0.00924	0.176
ASB5	2.16	0.0275
ASB6	-0.267	0.0321
ASB7	-0.25	0.0418
ASB8	0.831	2.76e-05
ASB9	0.198	0.116
ASCC1	-0.799	1.4e-06
ASCC2	0.102	0.482
ASCC3	-0.384	0.00764
ASCL1	0	1
ASCL2	-0.0857	0.221
ASCL3	0.278	0.438
ASF1A	-0.0185	0.907
ASF1B	-1.92	9.07e-08
ASGR1	-0.00163	0.594
ASGR2	0.211	0.0827
ASH1L	0.278	0.00227
ASH1L-AS1	0.0287	0.758
ASH2L	-0.0515	0.783
ASIC1	-8.88e-16	1
ASIC2	-0.000112	0.958
ASIC3	0.003	0.787
ASIC4	0	1
ASIC5	0	1
ASIP	0.0192	0.158
ASL	0.0643	0.762
ASNA1	-0.792	0.0109
ASNS	-0.67	0.0392
ASNSD1	0.257	0.000438
ASPA	3.43	2.07e-13
ASPDH	0.0369	0.536
ASPG	-0.000288	0.893
ASPH	-0.321	0.0577
ASPHD1	-0.052	0.0884
ASPHD2	-1.74	5.52e-09
ASPM	-1.21	6.72e-06
ASPN	-1.23	0.0166
ASPRV1	-1.93	0.023
ASPSCR1	-0.821	0.00746
ASRGL1	0.661	0.0233
ASS1	0.0508	0.864
ASTE1	-0.0736	0.7
ASTN1	0.0365	0.329
ASTN2	-0.834	0.00798
ASUN	-0.245	0.0698
ASXL1	-0.338	0.00454
ASXL2	-0.0414	0.494
ASXL3	-0.000159	0.941
ASZ1	0.00522	0.409
ATAD1	0.155	0.128
ATAD2	-1.75	1.29e-08
ATAD2B	0.262	0.0231
ATAD3A	-0.397	0.003
ATAD3B	-0.406	0.0398
ATAD3C	-0.0434	0.763
ATAD5	-0.427	0.00223
ATAT1	-0.0478	0.111
ATCAY	0.00914	0.193
ATE1	0.0518	0.702
ATF1	-0.00621	0.967
ATF2	-0.631	0.0231
ATF3	0.755	0.0724
ATF5	-0.184	0.28
ATF6	-0.168	0.203
ATF6B	-0.000817	0.711
ATF7	0.0773	0.0625
ATF7IP	-0.795	1.43e-05
ATF7IP2	-0.182	0.547
ATG10	0.275	0.18
ATG101	-0.639	0.000612
ATG12	-0.231	0.00886
ATG13	-0.537	2.79e-07
ATG14	-0.0687	0.65
ATG16L1	-0.282	0.0253
ATG16L2	0.256	0.275
ATG2A	-0.244	0.133
ATG2B	-0.00251	0.98
ATG3	-0.0702	0.36
ATG4A	0.398	0.000231
ATG4B	-0.15	0.083
ATG4D	0.313	0.0591
ATG5	-0.479	0.000579
ATG7	-0.299	0.0321
ATG9A	-0.28	0.0955
ATG9B	0.661	0.0981
ATIC	-0.741	1.67e-05
ATL1	0.776	0.0145
ATL2	-0.337	0.157
ATL3	-1.16	3.8e-07
ATM	-0.403	0.0973
ATMIN	0.313	0.00156
ATN1	-0.0114	0.851
ATOH1	0.0127	0.37
ATOH7	7.04e-06	0.997
ATOH8	1.09	2.88e-06
ATOX1	-0.271	0.0596
ATP10A	-0.111	0.541
ATP10B	1.99	2.71e-05
ATP10D	0.0604	0.769
ATP11A	-0.0157	0.111
ATP11B	-0.316	0.122
ATP11C	0.24	0.00481
ATP12A	-0.0584	0.807
ATP13A1	-0.627	0.00638
ATP13A2	-0.799	0.000231
ATP13A3	-1.17	3.88e-06
ATP13A4	1.26	6.98e-06
ATP13A5	-0.165	0.312
ATP1A1	-0.32	0.0382
ATP1A2	3.74	1.38e-06
ATP1A3	0.0054	0.257
ATP1A4	0	1
ATP1B1	0.0477	0.809
ATP1B2	0.0179	0.0255
ATP1B3	-0.549	0.00132
ATP1B4	0.29	0.29
ATP23	0.368	0.132
ATP2A1	4.44	3.57e-05
ATP2A2	1.02	0.000311
ATP2A3	0.0423	0.831
ATP2B1	-0.333	0.0604
ATP2B2	0.000347	0.872
ATP2B3	0	1
ATP2B4	-0.0468	0.698
ATP2C1	-1.11	7.75e-09
ATP2C2	-0.282	0.342
ATP4A	0	1
ATP4B	-0.000623	0.778
ATP5A1	0.609	9.69e-07
ATP5B	0.332	0.000599
ATP5C1	0.442	4.54e-06
ATP5D	0.555	0.00296
ATP5E	0.0209	0.773
ATP5F1	0.238	0.0042
ATP5G1	0.658	5.1e-05
ATP5G2	0.427	0.0224
ATP5G3	0.391	4.95e-05
ATP5I	0.709	8.24e-07
ATP5J	0.358	5.65e-05
ATP5J2	0.0573	0.532
ATP5L	0.92	1.63e-10
ATP5O	0.781	1.32e-09
ATP5S	0.546	0.000819
ATP5SL	-0.0151	0.873
ATP6AP1	-0.268	0.0561
ATP6AP1L	0.209	0.32
ATP6AP2	-0.196	0.00165
ATP6V0A1	0.0407	0.641
ATP6V0A2	-0.763	0.00236
ATP6V0A4	1.82	2.05e-06
ATP6V0B	-0.687	7.5e-05
ATP6V0C	-0.0175	0.909
ATP6V0D1	-0.273	0.193
ATP6V0D2	-0.477	0.0252
ATP6V0E1	0.000993	0.989
ATP6V0E2	1.4	6.94e-06
ATP6V1A	-0.613	0.00146
ATP6V1B1	0.0549	0.571
ATP6V1B2	-0.0746	0.638
ATP6V1C1	-0.941	2.51e-08
ATP6V1C2	1.72	0.000459
ATP6V1D	0.0775	0.607
ATP6V1E1	-0.343	0.00466
ATP6V1E2	-0.476	0.0542
ATP6V1F	-0.0696	0.68
ATP6V1G1	-0.41	0.00593
ATP6V1G2	-0.00163	0.813
ATP6V1G3	0.159	0.372
ATP6V1H	-0.244	0.0841
ATP7A	0.339	0.349
ATP7B	0.0784	0.394
ATP8A1	0.0529	0.204
ATP8A2	-0.299	0.0644
ATP8B1	0.68	0.00199
ATP8B2	0.0676	0.689
ATP8B3	-0.0294	0.258
ATP8B4	1.16	0.00204
ATP8B5P	0	1
ATP9A	0.353	0.166
ATP9B	-0.00142	0.931
ATPAF1	0.525	0.0014
ATPAF2	-0.206	0.186
ATPIF1	0.125	0.252
ATR	-0.593	0.00053
ATRAID	0.0636	0.575
ATRIP	-0.00563	0.968
ATRN	-0.515	0.00269
ATRNL1	0.00433	0.233
ATRX	0.103	0.423
ATXN1	-0.372	0.0512
ATXN10	0.4	0.000301
ATXN1L	0.0384	0.716
ATXN2	0.167	0.0484
ATXN2L	-0.249	0.0704
ATXN3	-0.361	0.0904
ATXN3L	0	1
ATXN7	0.78	0.0403
PRX	-0.0504	0.408
ATXN7L2	0	1
ATXN7L3	-0.13	0.0874
ATXN7L3B	0.00837	0.905
ATXN8OS	0	1
AUH	0.317	0.0516
AUNIP	-1.37	1.14e-06
AUP1	-0.387	0.00273
AURKA	-2.58	3.08e-12
AURKAIP1	-0.153	0.252
AURKB	-3.13	7.87e-11
AURKC	0.0197	0.329
AUTS2	0.307	0.0247
AVEN	-0.294	0.02
AVIL	-0.0468	0.548
AVL9	-0.642	0.00124
AVP	0.00943	0.308
AVPI1	0.104	0.743
AVPR1A	5.62e-07	1
AVPR1B	0.0378	0.537
AVPR2	0.00273	0.392
AWAT1	0.26	0.00213
AXDND1	0	1
AXIN1	-0.147	0.017
AXIN2	0.000555	0.803
AXL	-0.307	0.185
AZGP1	1.01	0.287
AZGP1P1	0.000223	0.998
AZI2	0.453	0.000867
AZIN1	-0.302	0.0265
AZIN2	-0.472	0.00356
AZU1	-0.000183	0.97
B2M	-0.162	0.00116
B3GALNT1	0.182	0.41
B3GALT1	0.000204	0.924
B3GALT2	0.183	0.218
B3GALT4	0.666	0.00268
B3GALT5	4.37e-06	0.998
B3GALT5-AS1	-7.39e-05	0.972
B3GALT6	-0.623	0.000827
B3GAT1	0	1
B3GAT3	-0.677	0.00379
B3GLCT	-0.612	0.0262
B3GNT2	-0.0684	0.67
B3GNT3	-0.289	0.327
B3GNT4	-0.183	0.0272
B3GNT5	-0.794	0.000974
B3GNT6	0.039	0.569
B3GNT7	0	1
B3GNT8	0.334	0.024
B3GNT9	-0.98	2.25e-05
B3GNTL1	-0.0421	0.604
B4GALNT1	-0.339	0.00174
B4GALNT2	-0.0857	0.153
B4GALNT3	0.0127	0.848
B4GALNT4	0	1
B4GALT1	-0.109	0.115
B4GALT2	-0.408	0.000892
B4GALT3	-0.597	0.000192
B4GALT4	-0.828	0.00234
B4GALT5	0.00527	0.979
B4GALT6	0.0388	0.255
B4GALT7	-0.407	6.64e-05
B4GAT1	0.372	0.0318
B9D1	-0.729	0.0039
B9D2	-0.00115	0.968
BAALC	-0.154	0.296
BAAT	-0.0433	0.144
BABAM1	-0.466	0.00026
BACE1	-0.00463	0.977
BACE2	-0.143	0.477
BACH1	-0.195	0.0511
BACH2	-0.467	0.0535
BAD	-0.382	0.0636
BAG1	1.1	6.22e-07
BAG2	-1.11	0.00125
BAG3	0.203	0.114
BAG4	-0.754	0.0241
BAG5	0.0854	0.577
BAG6	0.0904	0.491
BAHCC1	0.000187	0.93
BAHD1	-0.0367	0.661
BAIAP2	0.154	0.27
BAIAP2-AS1	0.000259	0.904
BAIAP2L1	-0.891	0.00295
BAIAP2L2	-0.254	0.225
BAIAP3	0.0391	0.309
BAMBI	1.29	0.0408
BANF1	-0.455	0.0352
BANF2	-0.0081	0.179
BANK1	-0.221	0.476
BANP	-0.264	0.0398
BAP1	-0.173	0.208
BARD1	0.299	0.172
BARHL1	-0.0149	0.213
BARX1	0.0888	0.77
BARX2	1.11	2.34e-05
BASP1	-1.21	6.75e-05
BATF	-0.28	0.345
BATF2	-1.45	0.00365
BATF3	0.298	0.426
BAX	-1.2	3.56e-05
BAZ1A	-0.437	0.00572
BAZ1B	-0.299	0.11
BAZ2A	-0.0726	0.263
BAZ2B	0.488	0.00198
BBC3	-0.166	0.0201
BBIP1	0.984	3.36e-07
BBOF1	0.296	0.218
BBOX1	3.27	5.74e-06
BBS1	0.289	0.00816
BBS10	0.203	0.173
BBS12	-0.716	0.000827
BBS2	0.486	0.0121
BBS4	-0.312	0.063
BBS5	-0.0604	0.568
BBS7	0.167	0.329
BBS9	0.237	0.00996
BBX	-0.563	0.00181
BCAM	0.0308	0.822
BCAN	-0.000169	0.937
BCAP29	0.0241	0.735
BCAP31	-0.54	0.000162
BCAR1	-0.563	0.000199
BCAR3	-0.738	0.0117
BCAS1	0.433	0.164
BCAS2	0.0116	0.913
BCAS3	0.209	0.0565
BCAS4	-0.712	5.79e-05
BCAT1	-2.15	1.32e-07
BCAT2	0.221	0.133
BCCIP	-0.181	0.193
BCDIN3D	0.0929	0.504
BCHE	-0.124	0.841
BCKDHA	0.673	0.00089
BCKDHB	0.885	9.84e-06
BCKDK	-0.455	0.00826
BCL10	0.0807	0.585
BCL11A	1.5	8.3e-06
BCL11B	-0.231	0.383
BCL2	0.0444	0.25
BCL2A1	-2.07	0.00178
BCL2L1	-0.271	0.317
BCL2L10	-0.181	0.14
BCL2L11	-0.144	0.0146
BCL2L12	-1.64	7.18e-10
BCL2L13	-0.3	0.0405
BCL2L14	-0.00198	0.491
BCL2L15	0.0439	0.0899
BCL2L2	0.229	0.0955
BCL3	0.383	0.105
BCL6	0.5	0.0251
BCL6B	0.106	0.232
BCL7A	-0.255	0.0232
BCL7B	-0.143	0.227
BCL7C	-0.379	0.0792
BCL9	0.132	0.151
BCL9L	-0.149	0.141
BCLAF1	0.27	0.00372
BCO1	0.242	0.291
BCO2	0.00823	0.967
BCOR	0.398	0.000117
BCORL1	0.00691	0.566
BCORP1	0.00884	0.372
BCR	-0.278	0.366
BCS1L	0.28	0.0794
BDH1	-0.0267	0.919
BDH2	0.824	2.13e-09
BDKRB1	0.3	0.297
BDKRB2	0.509	0.0125
BDNF	0.0552	0.664
BDP1	0.209	0.0366
BEAN1	-0.00962	0.838
BECN1	-0.00359	0.964
BEGAIN	0.116	0.0589
BEND2	-0.0436	0.182
BEND3	-0.386	0.0999
BEND4	-0.000223	0.917
BEND5	1.62	5.77e-11
ATOH1	-1.66	1.08e-05
BEND7	0.0932	0.00729
BEST1	0.0428	0.254
BEST2	-0.000264	0.902
BEST3	0.426	0.19
BEST4	-0.053	0.243
BET1	-0.435	0.00427
BET1L	-0.34	0.00666
BEX1	-0.132	0.727
BEX2	1.74	0.00161
BEX3	-0.626	3.84e-05
BEX4	1.99	2.58e-06
BEX5	0.518	0.293
BFAR	-0.648	2.12e-05
BFSP1	-0.837	0.000562
BFSP2	-0.0141	0.327
GSK3A	-0.217	0.371
BGN	-1.09	0.000645
BHLHB9	-0.0215	0.914
BHLHE22	0.207	0.0418
BHLHE23	8e-04	0.738
BHLHE40	0.106	0.675
BHLHE41	-0.103	0.31
BHMG1	0.0381	0.444
BHMT	0.00111	0.703
BHMT2	1.19	0.00367
BICC1	0.0525	0.533
BICD1	-0.91	0.000278
BICD2	-0.447	0.0673
BICDL1	0.0011	0.989
BICDL2	2.19	1.2e-06
BID	-1.37	2.76e-05
BIK	-1.37	0.00222
BIN1	0.973	0.0222
BIN2	0.0131	0.972
BIN3	-0.0578	0.702
BIRC2	-0.634	0.0118
BIRC3	-0.554	0.144
BIRC5	-2.58	7.3e-12
BIRC6	0.0697	0.502
BIRC7	0.0922	0.133
BIVM	0.348	0.0166
BLCAP	-0.463	0.0096
BLID	-7.73e-05	0.971
BLK	0.00852	0.481
BLM	-1.95	3.53e-06
BLMH	-0.118	0.541
BLNK	2.34	3.06e-08
BLOC1S1	0.846	6.4e-06
BLOC1S2	0.0186	0.847
BLOC1S4	-0.00883	0.956
BLOC1S5	-0.199	0.147
BLOC1S6	-0.0164	0.84
BLVRA	0.398	0.0192
BLVRB	0.941	0.000362
BLZF1	0.201	0.361
BMF	-0.387	0.00727
BMP1	-1.32	2.13e-08
BMP10	0.000286	0.894
BMP15	0.0124	0.337
BMP2	-0.456	0.145
BMP2K	-0.423	0.0547
BMP3	0	1
BMP4	0.782	8.64e-05
BMP5	-0.0952	0.718
BMP6	0.528	0.00147
BMP7	0.881	0.0171
BMP8A	-0.0554	0.125
BMP8B	0.000833	0.973
BMPER	-0.0536	0.501
BMPR1A	0.737	0.00128
BMPR1B	-0.00311	0.289
BMPR2	-0.0614	0.482
BMS1	-0.388	0.00238
BMT2	0.0938	0.507
BMX	1.73	4.06e-06
BNC1	-2.04	9.57e-08
BNC2	-0.249	0.43
BNIP1	-0.0922	0.551
BNIP2	-0.0318	0.788
BNIP3	-0.0338	0.904
BNIP3L	0.192	0.308
BNIPL	2.82	1.16e-08
BOC	2.27	2.31e-09
BOD1	-0.169	0.184
BOD1L1	-0.0342	0.827
BOK	-0.218	0.244
BOLA1	0.216	0.264
BOLA3	-0.0852	0.642
BOLL	0.000289	0.893
BORA	-1.55	1.4e-07
BORCS5	-0.406	0.0021
BORCS6	0.0356	0.0645
BORCS7	0.674	1.96e-05
BORCS8	0.0156	0.759
BORCS8-MEF2B	0.0417	0.0836
BPGM	-1.1	9.09e-05
BPHL	-0.164	0.37
BPI	0.00571	0.0858
BPIFA1	0.116	0.804
BPIFA2	-0.00171	0.528
BPIFA3	0.0128	0.336
BPIFB1	0.873	0.263
BPIFB2	0.66	0.308
BPIFB4	-0.0136	0.315
BPIFB6	0.000869	0.699
BPNT1	-0.493	0.00761
BPTF	0.389	0.00129
BRAF	0.481	0.0771
BRAP	-0.129	0.167
BRAT1	-0.486	0.000718
BRCA1	-0.926	3.74e-07
BRCA2	-1.58	3.12e-09
BRCC3	0.00662	0.95
BRD1	0.113	0.37
BRD2	-0.351	0.0606
BRD3	-0.357	0.0208
BRD4	-0.651	0.000529
BRD7	0.126	0.182
BRD8	0.21	0.0117
BRD9	-0.536	0.000106
BRDT	-0.0923	0.169
BRE	0.0478	0.567
BRF1	-0.00176	0.521
BRF2	-0.467	0.0541
BRI3	-0.211	0.31
BRICD5	-0.00545	0.452
BRINP1	-0.0535	0.549
BRINP2	0	1
BRINP3	-0.00866	0.571
BRIP1	-1.28	6.1e-05
BRIX1	-0.625	0.00587
BRK1	0.453	0.000194
BRMS1	-1.35	2.5e-07
BRMS1L	-0.251	0.0306
BROX	-0.55	0.156
BRPF1	0.174	0.172
BRPF3	0.0174	0.458
BRS3	0	1
BRSK1	-0.0864	0.0468
BRSK2	-1.82e-05	0.993
BRWD1	0.337	0.00255
BRWD1-IT2	0	1
BRWD3	0.0729	0.618
BSCL2	0.323	0.115
BSDC1	-0.278	0.000772
BSG	-1.18	1.05e-05
BSN	-0.00521	0.348
BSND	-0.000375	0.869
BSPRY	2.19	5.75e-06
BST1	0.875	0.000558
BST2	-2.43	2.49e-06
BTAF1	0.415	0.00128
BTBD1	0.303	0.00285
BTBD10	-0.108	0.505
BTBD11	1.36	2.65e-05
BTBD16	-0.0304	0.311
BTBD17	0.000387	0.858
BTBD2	0.0608	0.632
BTBD3	0.304	0.129
BTBD6	0.0331	0.784
BTBD7	-0.0558	0.705
BTBD8	-0.00227	0.508
BTBD9	-0.00165	0.553
BTC	0.165	0.143
BTD	0.299	0.0308
BTF3	0.346	4.77e-06
BTF3L4	-0.0731	0.554
BTG1	-0.332	0.124
BTG2	1.05	0.000185
BTG3	-0.11	0.568
BTG4	-0.00954	0.308
BTK	0.304	0.304
BTLA	0.192	0.532
BTN1A1	0	1
BTN2A1	-0.386	0.00276
BTN2A2	-0.31	0.068
BTN2A3P	-0.0369	0.202
BTN3A1	-0.514	0.0274
BTN3A2	-0.604	0.0176
BTN3A3	-0.623	0.0324
BTNL2	-5.61e-05	0.979
BTNL3	0.0105	0.439
BTNL8	-0.00155	0.579
BTNL9	2.65	1.98e-10
BTRC	0.0281	0.523
BUB1	-2.62	1.3e-10
BUB1B	-1.79	8.79e-08
BUB3	-0.868	1.56e-07
BUD13	0.318	0.0147
BUD31	-0.332	0.0135
BVES	-0.159	0.257
BYSL	-0.806	0.000882
BZW2	0.118	0.42
C10orf10	1.2	0.00685
C10orf11	0.58	0.00181
C10orf113	-0.273	0.297
C10orf12	-0.104	0.193
C10orf2	-0.111	0.677
C10orf25	-0.165	0.00718
C10orf35	-0.479	0.0113
C10orf53	0.00819	0.729
C10orf54	0.631	0.00117
C10orf55	-0.178	0.0805
C10orf62	0.00433	0.797
C10orf67	-0.00286	0.417
C10orf76	0.23	0.0105
C10orf82	0.00748	0.879
C10orf88	-0.34	0.0234
C10orf90	0	1
C10orf95	0	1
C10orf99	2.06	0.00496
C11orf1	1.17	5.31e-08
C11orf16	-0.0224	0.19
C11orf21	-0.00191	0.958
C11orf24	-0.867	3.34e-07
C11orf31	0.055	0.607
C11orf40	0	1
C11orf42	0	1
C11orf45	0.00844	0.974
C11orf49	-0.141	0.311
C11orf52	1.45	0.00013
C11orf53	-0.0189	0.0458
C11orf54	0.837	3.99e-05
C11orf57	0.556	0.000388
C11orf58	-0.0421	0.666
C11orf63	-0.0808	0.118
C11orf65	0.0313	0.179
C11orf68	-0.332	0.0282
C11orf70	-1.12	0.032
C11orf71	0.647	4.2e-05
C11orf74	0.149	0.444
C11orf80	-0.0764	0.742
C11orf84	-0.603	0.000193
C11orf86	0.0675	0.0523
C11orf87	-0.00114	0.617
C11orf88	0	1
C11orf94	-0.00997	0.227
C11orf95	-0.0394	0.348
C11orf96	0.485	0.241
C11orf97	0.00518	0.366
C12orf10	0.303	0.164
C12orf29	1.06	2.28e-08
C12orf4	-0.318	0.0249
C12orf40	0.0567	0.31
C12orf42	0.0777	0.277
C12orf43	-0.73	0.000459
C12orf45	-0.135	0.464
C12orf49	-0.388	0.00357
C12orf50	0	1
C12orf54	0.405	0.249
C12orf56	0.93	0.123
C12orf57	0.535	0.0248
C12orf60	-0.331	0.26
C12orf65	-0.503	0.0028
C12orf66	-0.334	0.132
C12orf73	0.317	0.0221
C12orf74	-0.00962	0.385
C12orf75	-1.83	9.24e-10
C12orf76	-0.199	0.01
C12orf77	0	1
C14orf1	-0.1	0.318
C14orf105	0.000368	0.864
C14orf119	-0.49	0.000234
C14orf159	0.769	0.000289
C14orf166	-0.182	0.0371
C14orf169	-0.47	0.00265
C14orf178	-0.0147	0.333
C14orf180	-0.000209	0.926
C14orf181	0.0798	0.535
C14orf184	-0.00163	0.54
C14orf2	0.245	0.0452
C14orf28	0.548	0.0217
C14orf37	-0.116	0.609
C14orf39	-0.00453	0.528
C14orf79	-0.204	0.0234
C14orf80	-0.61	0.00192
C14orf93	0.345	0.021
C15orf32	0	1
C15orf39	-0.248	0.0986
C15orf40	0.512	0.00304
C15orf41	0.359	0.00158
C15orf48	1.54	0.000147
C15orf52	0.672	0.0293
C15orf54	0.00403	0.844
C15orf56	-0.00144	0.573
C15orf57	0.224	0.214
C15orf59	0.76	0.000654
C15orf61	0.671	8.13e-06
C15orf62	0.366	0.00108
C15orf65	-0.0729	0.779
C16orf45	0.87	7.8e-06
C16orf46	0.00138	0.615
C16orf54	-0.0804	0.854
C16orf58	-0.249	0.0848
C16orf59	-0.274	0.0126
C16orf62	0.194	0.14
C16orf70	-0.027	0.839
C16orf71	0.0581	0.338
C16orf72	-0.561	5.89e-06
C16orf74	-1.88	6.07e-06
C16orf78	0.00565	0.656
C16orf82	8.31e-05	0.969
C16orf86	0.0922	0.0644
C16orf87	-0.996	1.18e-05
C16orf89	0.854	0.0162
C16orf91	-0.537	0.0058
C16orf92	-0.00501	0.93
C17orf100	-0.249	0.285
C17orf105	-0.0167	0.348
C17orf47	0	1
C17orf49	-0.551	0.000952
C17orf50	0	1
C17orf51	-0.126	0.0664
C17orf53	-0.0928	0.167
C17orf58	0.216	0.138
C17orf62	-0.571	0.0129
C17orf64	0.0197	0.547
C17orf67	0.0675	0.479
C17orf74	0.00462	0.32
C17orf75	-0.641	0.000764
C17orf77	-0.00122	0.596
C17orf78	0	1
C17orf80	-0.214	0.0161
C17orf82	-0.00327	0.396
C17orf89	0.156	0.219
C17orf97	0.333	0.128
C17orf98	0.00618	0.292
C18orf12	-0.000572	0.795
C18orf21	-0.109	0.321
C18orf25	0.759	1.33e-05
C18orf32	0.141	0.157
C18orf54	-0.624	0.00114
C18orf8	-0.063	0.549
C19orf12	0.105	0.17
C19orf18	0.0918	0.115
C19orf24	-0.363	0.0335
C19orf25	-0.197	0.0146
C19orf33	0.594	0.037
C19orf43	0.027	0.838
C19orf44	-0.0134	0.661
C19orf45	0	1
C19orf47	-0.0148	0.336
C19orf48	-0.662	6.42e-05
C19orf52	-0.439	0.000323
C19orf53	-0.462	0.00544
C19orf54	-0.157	0.394
C19orf57	0.0245	0.165
C19orf60	-0.102	0.367
C19orf66	-0.731	0.000235
C19orf68	0.0512	0.663
C19orf70	0.4	0.0024
C19orf73	-0.00356	0.539
C19orf81	-0.0117	0.318
C19orf84	0.0251	0.271
C1D	-0.0595	0.761
C1GALT1	0.00262	0.991
C1GALT1C1	-0.147	0.444
C1GALT1C1L	-0.00396	0.746
C1QA	-0.344	0.514
C1QB	-0.753	0.133
C1QBP	0.214	0.142
C1QC	-0.561	0.171
C1QL1	-0.106	0.105
C1QTNF1	-0.11	0.534
C1QTNF2	1.13	0.00183
C1QTNF3	-0.799	0.0785
C1QTNF4	0.00087	0.83
C1QTNF5	-0.535	0.132
C1QTNF6	-2.63	3.12e-10
C1QTNF7	1.8	9.56e-07
C1QTNF9	0.0232	0.288
C1R	0.269	0.295
C1RL	0.32	0.00858
C1RL-AS1	-0.188	0.0536
C1S	0.0273	0.924
C1orf100	0	1
C1orf101	0.0696	0.18
C1orf105	-0.108	0.737
C1orf109	-0.177	0.25
C1orf111	-0.00184	0.51
C1orf112	-1.7	3.12e-07
C1orf115	2.8	2.85e-10
C1orf116	1.78	2.34e-06
C1orf122	-0.504	0.000661
C1orf123	0.077	0.609
C1orf127	0	1
C1orf131	-0.332	0.0201
C1orf158	0	1
C1orf159	-0.263	0.105
C1orf162	0.394	0.331
C1orf168	-0.000277	0.924
C1orf174	-0.363	0.00527
C1orf186	-0.444	0.189
C1orf194	0.00273	0.437
C1orf198	0.135	0.312
C1orf21	0.835	1.16e-08
C1orf210	0.649	0.00396
C1orf216	-0.352	0.0539
C1orf220	0.00443	0.321
C1orf226	-0.886	0.00804
C1orf228	4.13e-05	0.984
C1orf234	0.00322	0.413
C1orf27	-0.184	0.0481
C1orf35	0.0986	0.402
